"id"	"label"
"UBERON:0001816"	"autonomic nerve plexus"
"UBERON:0000429"	"enteric plexus"
"UBERON:0002439"	"myenteric nerve plexus"
"UBERON:8410007"	"myenteric nerve plexus of anorectum"
"UBERON:8410011"	"myenteric nerve plexus of appendix"
"UBERON:8410058"	"myenteric nerve plexus of colon"
"UBERON:8410063"	"myenteric nerve plexus of small intestine"
"UBERON:0005304"	"submucous nerve plexus"
"UBERON:8410006"	"submucous nerve plexus of anorectum"
"UBERON:8410012"	"submucous nerve plexus of appendix"
"UBERON:8410059"	"submucous nerve plexus of colon"
"UBERON:8410064"	"submucous nerve plexus of small intestine"
"UBERON:0012374"	"subserosal plexus"
"UBERON:0002008"	"cardiac nerve plexus"
"UBERON:0002010"	"celiac nerve plexus"
"UBERON:0002013"	"superior hypogastric nerve plexus"
"UBERON:0002014"	"inferior hypogastric nerve plexus"
"UBERON:0002024"	"internal carotid nerve plexus"
"UBERON:0005303"	"hypogastric nerve"
"UBERON:0035771"	"mesenteric plexus"
"UBERON:0005488"	"superior mesenteric plexus"
"UBERON:0035770"	"inferior mesenteric nerve plexus"
"UBERON:0035772"	"aortic plexus"
"UBERON:0035773"	"abdominal nerve plexus"
"UBERON:0035774"	"thoracic aortic plexus"
"UBERON:0011325"	"pharyngeal nerve plexus"
"UBERON:0018676"	"renal nerve plexus"
"UBERON:0002005"	"enteric nervous system"
"UBERON:0003078"	"epibranchial placode"
"UBERON:0009124"	"geniculate placode"
"UBERON:0009125"	"petrosal placode"
"UBERON:0009126"	"nodosal placode"
"UBERON:2001297"	"vagal placode 1"
"UBERON:2001298"	"vagal placode 2"
"UBERON:2001299"	"vagal placode 3"
"UBERON:2001300"	"vagal placode 4"
"UBERON:0003338"	"ganglion of peripheral nervous system"
"UBERON:0006934"	"sensory epithelium"
"UBERON:0002341"	"epithelium of segmental bronchus"
"UBERON:0006932"	"vestibular epithelium"
"UBERON:0003363"	"epithelium of ductus reuniens"
"UBERON:0005657"	"crus commune epithelium"
"UBERON:0006935"	"crista ampullaris neuroepithelium"
"UBERON:0007274"	"crista of ampulla of anterior semicircular duct of membranous laybrinth"
"UBERON:0007275"	"crista of ampulla of posterior semicircular duct of membranous laybrinth"
"UBERON:0007276"	"crista of ampulla of lateral semicircular duct of membranous laybrinth"
"UBERON:0009969"	"statoacoustic epithelium"
"UBERON:0024940"	"ganglion part of peripheral nervous system"
"UBERON:0000045"	"ganglion"
"UBERON:0001800"	"sensory ganglion"
"UBERON:0000044"	"dorsal root ganglion"
"UBERON:0002834"	"cervical dorsal root ganglion"
"UBERON:0002838"	"first cervical dorsal root ganglion"
"UBERON:0002839"	"second cervical dorsal root ganglion"
"UBERON:0002840"	"third cervical dorsal root ganglion"
"UBERON:0002841"	"fourth cervical dorsal root ganglion"
"UBERON:0002842"	"fifth cervical dorsal root ganglion"
"UBERON:0002843"	"seventh cervical dorsal root ganglion"
"UBERON:0002844"	"eighth cervical dorsal root ganglion"
"UBERON:0007711"	"sixth cervical dorsal root ganglion"
"UBERON:0002836"	"lumbar dorsal root ganglion"
"UBERON:0002856"	"second lumbar dorsal root ganglion"
"UBERON:0002857"	"first lumbar dorsal root ganglion"
"UBERON:0002858"	"third lumbar dorsal root ganglion"
"UBERON:0002859"	"fifth lumbar dorsal root ganglion"
"UBERON:0003943"	"fourth lumbar dorsal root ganglion"
"UBERON:0002837"	"sacral dorsal root ganglion"
"UBERON:0002860"	"first sacral dorsal root ganglion"
"UBERON:0002861"	"second sacral dorsal root ganglion"
"UBERON:0002862"	"third sacral dorsal root ganglion"
"UBERON:0002863"	"fifth sacral dorsal root ganglion"
"UBERON:0007713"	"fourth sacral spinal ganglion"
"UBERON:0001675"	"trigeminal ganglion"
"UBERON:0035599"	"profundal part of trigeminal ganglion complex"
"UBERON:0035601"	"maxillomandibular part of trigeminal ganglion complex"
"UBERON:0001700"	"geniculate ganglion"
"UBERON:0002824"	"vestibular ganglion"
"UBERON:0002825"	"superior part of vestibular ganglion"
"UBERON:0002826"	"inferior part of vestibular ganglion"
"UBERON:0009992"	"cranial sensory ganglion"
"UBERON:0001714"	"cranial ganglion"
"UBERON:0000395"	"cochlear ganglion"
"UBERON:0002827"	"vestibulocochlear ganglion"
"UBERON:0006232"	"facio-acoustic VII-VIII preganglion complex"
"UBERON:0006243"	"glossopharyngeal IX preganglion"
"UBERON:0009127"	"epibranchial ganglion"
"UBERON:0001701"	"glossopharyngeal ganglion"
"UBERON:0005360"	"inferior glossopharyngeal IX ganglion"
"UBERON:0005361"	"superior glossopharyngeal IX ganglion"
"UBERON:0005362"	"vagus X ganglion"
"UBERON:0005363"	"inferior vagus X ganglion"
"UBERON:0005364"	"superior vagus X ganglion"
"UBERON:2001302"	"vagal ganglion 1"
"UBERON:2001303"	"vagal ganglion 2"
"UBERON:2001304"	"vagal ganglion 3"
"UBERON:2001305"	"vagal ganglion 4"
"UBERON:0012175"	"acoustico-facial VII-VIII ganglion complex"
"UBERON:0013498"	"vestibulo-cochlear VIII ganglion complex"
"UBERON:0013499"	"glossopharyngeal-vagus IX-X preganglion complex"
"UBERON:0013500"	"glossopharyngeal-vagus IX-X ganglion complex"
"UBERON:2000120"	"lateral line ganglion"
"UBERON:2001314"	"posterior lateral line ganglion"
"UBERON:2001391"	"anterior lateral line ganglion"
"UBERON:2001312"	"dorsal anterior lateral line ganglion"
"UBERON:2001313"	"ventral anterior lateral line ganglion"
"UBERON:2001483"	"middle lateral line ganglion"
"UBERON:0003339"	"ganglion of central nervous system"
"UBERON:6003626"	"insect supraesophageal ganglion"
"UBERON:6003627"	"insect protocerebrum"
"UBERON:6001925"	"insect embryonic/larval protocerebrum"
"UBERON:6007070"	"insect centro-posterior medial synaptic neuropil domain"
"UBERON:6007145"	"insect adult protocerebrum"
"UBERON:6003632"	"insect adult central complex"
"UBERON:6110636"	"insect adult cerebral ganglion"
"UBERON:6001920"	"insect embryonic/larval brain"
"UBERON:0007134"	"trunk ganglion"
"UBERON:0009758"	"abdominal ganglion"
"UBERON:0008939"	"pedal ganglion"
"UBERON:0008940"	"parietal ganglion"
"UBERON:0008941"	"pleural ganglion"
"UBERON:0008942"	"gastropod cerebral ganglion"
"UBERON:0008964"	"abdominal ganglion of visceral hump"
"UBERON:0013208"	"Grueneberg ganglion"
"UBERON:0000073"	"regional part of nervous system"
"UBERON:0001948"	"regional part of spinal cord"
"UBERON:0005723"	"floor plate spinal cord region"
"UBERON:0005844"	"spinal cord segment"
"UBERON:0002726"	"cervical spinal cord"
"UBERON:0005841"	"cervical spinal cord dorsal column"
"UBERON:0005849"	"cervical spinal cord lateral column"
"UBERON:0005854"	"cervical spinal cord ventral column"
"UBERON:0007714"	"cervical subsegment of spinal cord"
"UBERON:0006488"	"C3 segment of cervical spinal cord"
"UBERON:0006489"	"C2 segment of cervical spinal cord"
"UBERON:0006490"	"C4 segment of cervical spinal cord"
"UBERON:0006491"	"C5 segment of cervical spinal cord"
"UBERON:0006492"	"C6 segment of cervical spinal cord"
"UBERON:0006493"	"C7 segment of cervical spinal cord"
"UBERON:0006469"	"C1 segment of cervical spinal cord"
"UBERON:0006470"	"C8 segment of cervical spinal cord"
"UBERON:0007836"	"cervical spinal cord ventral commissure"
"UBERON:0014613"	"cervical spinal cord gray matter"
"UBERON:0029626"	"cervical spinal cord gray commissure"
"UBERON:0014614"	"cervical spinal cord white matter"
"UBERON:0014619"	"cervical spinal cord lateral horn"
"UBERON:0014620"	"cervical spinal cord dorsal horn"
"UBERON:0014622"	"apex of cervical spinal cord dorsal horn"
"UBERON:0014623"	"substantia gelatinosa of cervical spinal cord dorsal horn"
"UBERON:0014621"	"cervical spinal cord ventral horn"
"UBERON:0002792"	"lumbar spinal cord"
"UBERON:0005842"	"lumbar spinal cord dorsal column"
"UBERON:0005850"	"lumbar spinal cord lateral column"
"UBERON:0005855"	"lumbar spinal cord ventral column"
"UBERON:0007834"	"lumbar spinal cord ventral commissure"
"UBERON:0007716"	"lumbar subsegment of spinal cord"
"UBERON:0006447"	"L5 segment of lumbar spinal cord"
"UBERON:0006448"	"L1 segment of lumbar spinal cord"
"UBERON:0006449"	"L3 segment of lumbar spinal cord"
"UBERON:0006450"	"L2 segment of lumbar spinal cord"
"UBERON:0006451"	"L4 segment of lumbar spinal cord"
"UBERON:0026386"	"lumbar spinal cord white matter"
"UBERON:0014638"	"lumbar spinal cord dorsal horn"
"UBERON:0014632"	"apex of lumbar spinal cord dorsal horn"
"UBERON:0014633"	"substantia gelatinosa of lumbar spinal cord dorsal horn"
"UBERON:0029636"	"lumbar spinal cord gray matter"
"UBERON:0030276"	"lumbar spinal cord ventral horn"
"UBERON:0031906"	"lumbar spinal cord lateral horn"
"UBERON:0033483"	"lumbar spinal cord gray commissure"
"UBERON:0003038"	"thoracic spinal cord"
"UBERON:0005839"	"thoracic spinal cord dorsal column"
"UBERON:0005847"	"thoracic spinal cord lateral column"
"UBERON:0005852"	"thoracic spinal cord ventral column"
"UBERON:0007715"	"thoracic subsegment of spinal cord"
"UBERON:0006452"	"T4 segment of thoracic spinal cord"
"UBERON:0006453"	"T5 segment of thoracic spinal cord"
"UBERON:0006454"	"T6 segment of thoracic spinal cord"
"UBERON:0006455"	"T7 segment of thoracic spinal cord"
"UBERON:0006456"	"T8 segment of thoracic spinal cord"
"UBERON:0006457"	"T1 segment of thoracic spinal cord"
"UBERON:0006458"	"T2 segment of thoracic spinal cord"
"UBERON:0006459"	"T3 segment of thoracic spinal cord"
"UBERON:0006465"	"T9 segment of thoracic spinal cord"
"UBERON:0006466"	"T10 segment of thoracic spinal cord"
"UBERON:0006467"	"T11 segment of thoracic spinal cord"
"UBERON:0006468"	"T12 segment of thoracic spinal cord"
"UBERON:0007837"	"thoracic spinal cord ventral commissure"
"UBERON:0026293"	"thoracic spinal cord gray commissure"
"UBERON:0014607"	"thoracic spinal cord lateral horn"
"UBERON:0014609"	"thoracic spinal cord dorsal horn"
"UBERON:0014611"	"apex of thoracic spinal cord dorsal horn"
"UBERON:0014612"	"substantia gelatinosa of thoracic spinal cord dorsal horn"
"UBERON:0014610"	"thoracic spinal cord ventral horn"
"UBERON:0014636"	"thoracic spinal cord gray matter"
"UBERON:0014637"	"thoracic spinal cord white matter"
"UBERON:0005437"	"conus medullaris"
"UBERON:0005843"	"sacral spinal cord"
"UBERON:0005840"	"sacral spinal cord dorsal column"
"UBERON:0005848"	"sacral spinal cord lateral column"
"UBERON:0005853"	"sacral spinal cord ventral column"
"UBERON:0022278"	"nucleus of pudendal nerve"
"UBERON:0007717"	"sacral subsegment of spinal cord"
"UBERON:0006460"	"S1 segment of sacral spinal cord"
"UBERON:0006461"	"S2 segment of sacral spinal cord"
"UBERON:0006462"	"S3 segment of sacral spinal cord"
"UBERON:0006463"	"S4 segment of sacral spinal cord"
"UBERON:0006464"	"S5 segment of sacral spinal cord"
"UBERON:0007835"	"sacral spinal cord ventral commissure"
"UBERON:0026246"	"sacral spinal cord white matter"
"UBERON:0029503"	"sacral spinal cord gray matter"
"UBERON:0029538"	"sacral spinal cord lateral horn"
"UBERON:0031111"	"sacral spinal cord gray commissure"
"UBERON:0032748"	"sacral spinal cord ventral horn"
"UBERON:0033939"	"sacral spinal cord dorsal horn"
"UBERON:0005845"	"caudal segment of spinal cord"
"UBERON:0002616"	"regional part of brain"
"UBERON:0002474"	"cerebellar peduncular complex"
"UBERON:0007416"	"cerebellar peduncle"
"UBERON:0002150"	"superior cerebellar peduncle"
"UBERON:0002588"	"decussation of superior cerebellar peduncle"
"UBERON:0007707"	"superior cerebellar peduncle of midbrain"
"UBERON:0007709"	"superior cerebellar peduncle of pons"
"UBERON:0002152"	"middle cerebellar peduncle"
"UBERON:0022421"	"pontocerebellar tract"
"UBERON:0002163"	"inferior cerebellar peduncle"
"UBERON:0002592"	"juxtarestiform body"
"UBERON:0001954"	"Ammon's horn"
"UBERON:0002310"	"hippocampus fimbria"
"UBERON:0007640"	"hippocampus stratum lacunosum moleculare"
"UBERON:0005368"	"hippocampus molecular layer"
"UBERON:0005370"	"hippocampus stratum lacunosum"
"UBERON:0014557"	"CA1 stratum lacunosum moleculare"
"UBERON:0014558"	"CA2 stratum lacunosum moleculare"
"UBERON:0014559"	"CA3 stratum lacunosum moleculare"
"UBERON:0034798"	"stratum lacunosum-moleculare of caudal CA1"
"UBERON:0034803"	"stratum lacunosum-moleculare of caudal CA2"
"UBERON:0034808"	"stratum lacunosum-moleculare of caudal CA3"
"UBERON:0034828"	"stratum lacunosum-moleculare of rostral CA1"
"UBERON:0034833"	"stratum lacunosum-moleculare of rostral CA2"
"UBERON:0034838"	"stratum lacunosum-moleculare of rostral CA3"
"UBERON:0034858"	"stratum lacunosum-moleculare of uncal CA1"
"UBERON:0034863"	"stratum lacunosum-moleculare of uncal CA2"
"UBERON:0034868"	"stratum lacunosum-moleculare of uncal CA3"
"UBERON:0022430"	"hippocampus cortex cingulum"
"UBERON:0001885"	"dentate gyrus of hippocampal formation"
"UBERON:0002136"	"hilus of dentate gyrus"
"UBERON:0002304"	"layer of dentate gyrus"
"UBERON:0005381"	"dentate gyrus granule cell layer"
"UBERON:0022348"	"dentate gyrus granule cell layer inner blade"
"UBERON:0022349"	"dentate gyrus granule cell layer outer blade"
"UBERON:0002928"	"dentate gyrus polymorphic layer"
"UBERON:0002929"	"dentate gyrus pyramidal layer"
"UBERON:0004679"	"dentate gyrus molecular layer"
"UBERON:0022346"	"dentate gyrus molecular layer middle"
"UBERON:0022347"	"dentate gyrus molecular layer inner"
"UBERON:0009952"	"dentate gyrus subgranular zone"
"UBERON:0011768"	"pineal gland stalk"
"UBERON:0011172"	"retrorubral area of midbrain reticular nucleus"
"UBERON:0011173"	"anterior division of bed nuclei of stria terminalis"
"UBERON:0011175"	"fusiform nucleus of stria terminalis"
"UBERON:0011176"	"oval nucleus of stria terminalis"
"UBERON:0007627"	"magnocellular nucleus of stria terminalis"
"UBERON:0011177"	"posterior division of bed nuclei of stria terminalis"
"UBERON:0011178"	"principal nucleus of stria terminalis"
"UBERON:0011179"	"transverse nucleus of stria terminalis"
"UBERON:0010262"	"operculum of brain"
"UBERON:0002593"	"orbital operculum"
"UBERON:0002605"	"precentral operculum"
"UBERON:0002560"	"temporal operculum"
"UBERON:0002911"	"parietal operculum"
"UBERON:0002947"	"frontal operculum"
"UBERON:0008934"	"secondary somatosensory cortex"
"UBERON:0007769"	"medial preoptic region"
"UBERON:0002035"	"medial preoptic nucleus"
"UBERON:0006487"	"Hadjikhani et al. (1998) visuotopic area V2d"
"UBERON:0000369"	"corpus striatum"
"UBERON:0001873"	"caudate nucleus"
"UBERON:0002626"	"head of caudate nucleus"
"UBERON:0027245"	"matrix part of head of caudate nucleus"
"UBERON:0002628"	"tail of caudate nucleus"
"UBERON:0027246"	"matrix part of tail of caudate nucleus"
"UBERON:0002630"	"body of caudate nucleus"
"UBERON:0027244"	"striosomal part of body of caudate nucleus"
"UBERON:0029001"	"matrix compartment of caudate nucleus"
"UBERON:0029004"	"striosomal part of caudate nucleus"
"UBERON:0002263"	"lentiform nucleus"
"UBERON:0002435"	"striatum"
"UBERON:0001874"	"putamen"
"UBERON:0008884"	"left putamen"
"UBERON:0008885"	"right putamen"
"UBERON:0029002"	"matrix compartment of putamen"
"UBERON:0029005"	"striosomal part of putamen"
"UBERON:0005382"	"dorsal striatum"
"UBERON:0005383"	"caudate-putamen"
"UBERON:0005403"	"ventral striatum"
"UBERON:0001882"	"nucleus accumbens"
"UBERON:0012170"	"core of nucleus accumbens"
"UBERON:0012171"	"shell of nucleus accumbens"
"UBERON:0014605"	"fundus striati"
"UBERON:0007628"	"lateral septal complex"
"UBERON:0002667"	"lateral septal nucleus"
"UBERON:0025736"	"chemoarchitectural part of striatum"
"UBERON:0027368"	"matrix compartment"
"UBERON:0027371"	"striosome"
"UBERON:8440030"	"striatum-like amygdalar nuclei"
"UBERON:0000203"	"pallium"
"UBERON:0000956"	"cerebral cortex"
"UBERON:0002721"	"lateral sulcus"
"UBERON:0002669"	"anterior horizontal limb of lateral sulcus"
"UBERON:0002670"	"anterior ascending limb of lateral sulcus"
"UBERON:0002910"	"posterior ascending limb of lateral sulcus"
"UBERON:0006482"	"Brodmann (1909) area 45"
"UBERON:0006483"	"Brodmann (1909) area 46"
"UBERON:0006484"	"Brodmann (1909) area 47"
"UBERON:0006485"	"Brodmann (1909) area 48"
"UBERON:0006486"	"Brodmann (1909) area 52"
"UBERON:0000200"	"gyrus"
"UBERON:0002724"	"limen of insula"
"UBERON:0002581"	"postcentral gyrus"
"UBERON:0008930"	"somatosensory cortex"
"UBERON:0008933"	"primary somatosensory cortex"
"UBERON:0010415"	"barrel cortex"
"UBERON:0035872"	"primary somatosensory area barrel field layer 5"
"UBERON:0035873"	"primary somatosensory area barrel field layer 1"
"UBERON:0035874"	"primary somatosensory area barrel field layer 2/3"
"UBERON:0035875"	"primary somatosensory area barrel field layer 6b"
"UBERON:0035876"	"primary somatosensory area barrel field layer 6a"
"UBERON:0035877"	"primary somatosensory area barrel field layer 4"
"UBERON:0023859"	"primary somatosensory cortex layer 6"
"UBERON:0006114"	"lateral occipital cortex"
"UBERON:0022367"	"inferior lateral occipital cortex"
"UBERON:0022368"	"superior lateral occipital cortex"
"UBERON:0003939"	"transverse gyrus of Heschl"
"UBERON:0002773"	"anterior transverse temporal gyrus"
"UBERON:0002774"	"posterior transverse temporal gyrus"
"UBERON:0002599"	"medial olfactory gyrus"
"UBERON:0002657"	"posterior parahippocampal gyrus"
"UBERON:0022394"	"posterior parahippocampal white matter"
"UBERON:0002665"	"supracallosal gyrus"
"UBERON:0002603"	"paraterminal gyrus"
"UBERON:0015793"	"induseum griseum"
"UBERON:0015800"	"taenia tectum of brain"
"UBERON:0019283"	"lateral longitudinal stria"
"UBERON:0022234"	"medial longitudinal stria"
"UBERON:0002740"	"posterior cingulate gyrus"
"UBERON:0002751"	"inferior temporal gyrus"
"UBERON:0002756"	"anterior cingulate gyrus"
"UBERON:0002766"	"fusiform gyrus"
"UBERON:0022364"	"occipital fusiform gyrus"
"UBERON:0022395"	"temporal fusiform gyrus"
"UBERON:0022396"	"anterior temporal fusiform gyrus"
"UBERON:0022397"	"posterior temporal fusiform gyrus"
"UBERON:0002769"	"superior temporal gyrus"
"UBERON:0023861"	"planum polare"
"UBERON:0002686"	"angular gyrus"
"UBERON:0026725"	"angular sulcus"
"UBERON:0002688"	"supramarginal gyrus"
"UBERON:0013573"	"Brodmann (1909) area 40"
"UBERON:0002771"	"middle temporal gyrus"
"UBERON:0002943"	"lingual gyrus"
"UBERON:0002905"	"intralingual sulcus"
"UBERON:0035925"	"central sulcus of insula"
"UBERON:0002967"	"cingulate gyrus"
"UBERON:0002738"	"isthmus of cingulate gyrus"
"UBERON:0002973"	"parahippocampal gyrus"
"UBERON:0002728"	"entorhinal cortex"
"UBERON:0007224"	"medial entorhinal cortex"
"UBERON:0018262"	"dorsal zone of medial entorhinal cortex"
"UBERON:0018263"	"ventral zone of medial entorhinal cortex"
"UBERON:0007225"	"lateral entorhinal cortex"
"UBERON:0022323"	"entorhinal cortex layer 4"
"UBERON:0022325"	"entorhinal cortex layer 5"
"UBERON:0022327"	"entorhinal cortex layer 3"
"UBERON:0022329"	"entorhinal cortex layer 6"
"UBERON:0022336"	"entorhinal cortex layer 1"
"UBERON:0022337"	"entorhinal cortex layer 2"
"UBERON:0022453"	"olfactory entorhinal cortex"
"UBERON:0030649"	"cytoarchitecture of entorhinal cortex"
"UBERON:0001953"	"presubiculum"
"UBERON:0013558"	"Brodmann (1909) area 27"
"UBERON:0002656"	"periamygdaloid area"
"UBERON:0022383"	"anterior parahippocampal gyrus"
"UBERON:0034773"	"uncus of parahippocampal gyrus"
"UBERON:0036164"	"ambient gyrus"
"UBERON:0004167"	"orbitofrontal cortex"
"UBERON:0002799"	"fronto-orbital sulcus"
"UBERON:0009836"	"fronto-orbital gyrus"
"UBERON:0022352"	"medial orbital frontal cortex"
"UBERON:0022716"	"lateral orbital frontal cortex"
"UBERON:0004671"	"gyrus rectus"
"UBERON:0006092"	"cuneus cortex"
"UBERON:0006093"	"precuneus cortex"
"UBERON:0006445"	"caudal middle frontal gyrus"
"UBERON:0006446"	"rostral middle frontal gyrus"
"UBERON:0007190"	"paracentral gyrus"
"UBERON:0007191"	"anterior paracentral gyrus"
"UBERON:0007192"	"posterior paracentral gyrus"
"UBERON:0007193"	"orbital gyrus"
"UBERON:0002575"	"posterior orbital gyrus"
"UBERON:0002644"	"intermediate orbital gyrus"
"UBERON:0002564"	"lateral orbital gyrus"
"UBERON:0002570"	"medial orbital gyrus"
"UBERON:0022244"	"anterior orbital gyrus"
"UBERON:0014640"	"occipital gyrus"
"UBERON:0002948"	"superior occipital gyrus"
"UBERON:0026137"	"annectant gyrus"
"UBERON:0014608"	"inferior occipital gyrus"
"UBERON:0015593"	"frontal gyrus"
"UBERON:0002624"	"orbital part of inferior frontal gyrus"
"UBERON:0002661"	"superior frontal gyrus"
"UBERON:0002702"	"middle frontal gyrus"
"UBERON:0002703"	"precentral gyrus"
"UBERON:0002998"	"inferior frontal gyrus"
"UBERON:0002629"	"triangular part of inferior frontal gyrus"
"UBERON:0002980"	"opercular part of inferior frontal gyrus"
"UBERON:0019280"	"rostral gyrus"
"UBERON:0019278"	"inferior rostral gyrus"
"UBERON:0019279"	"superior rostral gyrus"
"UBERON:0035933"	"paracentral lobule"
"UBERON:0035932"	"anterior segment of paracentral lobule"
"UBERON:0035934"	"posterior segment of paracentral lobule"
"UBERON:0000451"	"prefrontal cortex"
"UBERON:0013541"	"Brodmann (1909) area 10"
"UBERON:0013545"	"Brodmann (1909) area 14"
"UBERON:8440032"	"prelimbic area"
"UBERON:8440033"	"infralimbic area"
"UBERON:0001384"	"primary motor cortex"
"UBERON:0013535"	"Brodmann (1909) area 4"
"UBERON:0022315"	"primary motor cortex layer 5"
"UBERON:0022316"	"primary motor cortex layer 6"
"UBERON:0034888"	"primary motor cortex layer 1"
"UBERON:0001393"	"auditory cortex"
"UBERON:0009897"	"right auditory cortex"
"UBERON:0009898"	"left auditory cortex"
"UBERON:0034751"	"primary auditory cortex"
"UBERON:0034752"	"secondary auditory cortex"
"UBERON:0035885"	"dorsal auditory area"
"UBERON:0035917"	"dorsal auditory area, layer 4"
"UBERON:0001950"	"neocortex"
"UBERON:0002301"	"layer of neocortex"
"UBERON:0005390"	"cortical layer I"
"UBERON:0035153"	"dorsolateral prefrontal cortex layer 1"
"UBERON:0005391"	"cortical layer II"
"UBERON:0035154"	"dorsolateral prefrontal cortex layer 2"
"UBERON:0005392"	"cortical layer III"
"UBERON:0035155"	"dorsolateral prefrontal cortex layer 3"
"UBERON:0005393"	"cortical layer IV"
"UBERON:0035156"	"dorsolateral prefrontal cortex layer 4"
"UBERON:0005394"	"cortical layer V"
"UBERON:0035157"	"dorsolateral prefrontal cortex layer 5"
"UBERON:0005395"	"cortical layer VI"
"UBERON:0035158"	"dorsolateral prefrontal cortex layer 6"
"UBERON:8440003"	"cortical layer VIb"
"UBERON:0006094"	"superior parietal cortex"
"UBERON:0014951"	"proisocortex"
"UBERON:0016529"	"cortex of cerebral lobe"
"UBERON:0001870"	"frontal cortex"
"UBERON:0002672"	"anterior subcentral sulcus"
"UBERON:0002675"	"diagonal sulcus"
"UBERON:0002810"	"right frontal lobe"
"UBERON:0002811"	"left frontal lobe"
"UBERON:0014618"	"middle frontal sulcus"
"UBERON:0014639"	"frontal sulcus"
"UBERON:0002764"	"inferior precentral sulcus"
"UBERON:0022252"	"precentral sulcus"
"UBERON:0016530"	"parietal cortex"
"UBERON:0034889"	"posterior parietal cortex"
"UBERON:0016538"	"temporal cortex"
"UBERON:0035013"	"temporal cortex association area"
"UBERON:0013552"	"Brodmann (1909) area 21"
"UBERON:0016540"	"occipital cortex"
"UBERON:0016542"	"limbic cortex"
"UBERON:0003027"	"cingulate cortex"
"UBERON:0006476"	"Brodmann (1909) area 33"
"UBERON:0009835"	"anterior cingulate cortex"
"UBERON:0006101"	"Brodmann (1909) area 24"
"UBERON:0022438"	"rostral anterior cingulate cortex"
"UBERON:0028715"	"caudal anterior cingulate cortex"
"UBERON:0013531"	"retrosplenial region"
"UBERON:0014918"	"retrosplenial granular cortex"
"UBERON:0022353"	"posterior cingulate cortex"
"UBERON:0022428"	"cingulate cortex cingulum"
"UBERON:0027061"	"isthmus of cingulate cortex"
"UBERON:0034891"	"insular cortex"
"UBERON:0034892"	"granular insular cortex"
"UBERON:0034893"	"agranular insular cortex"
"UBERON:0035886"	"posterior parietal association areas"
"UBERON:0035912"	"rostrolateral visual area"
"UBERON:0035920"	"rostrolateral area, layer 5"
"UBERON:8440004"	"laminar subdivision of the cortex"
"UBERON:8440000"	"cortical layer II/III"
"UBERON:8440001"	"cortical layer IV/V"
"UBERON:8440002"	"cortical layer V/VI"
"UBERON:8440044"	"upper layers of the cortex"
"UBERON:8440051"	"lower layers of the cortex"
"UBERON:0002021"	"occipital lobe"
"UBERON:0000411"	"visual cortex"
"UBERON:0002436"	"primary visual cortex"
"UBERON:0035892"	"primary visual area, layer 6a"
"UBERON:0035904"	"primary visual area, layer 4"
"UBERON:0035906"	"primary visual area, layer 5"
"UBERON:0035907"	"primary visual area, layer 2/3"
"UBERON:8440010"	"Brodmann (1909) area 17"
"UBERON:0014370"	"extrastriate cortex"
"UBERON:0006473"	"Brodmann (1909) area 18"
"UBERON:0013550"	"Brodmann (1909) area 19"
"UBERON:0022232"	"secondary visual cortex"
"UBERON:0034750"	"visual association cortex"
"UBERON:0035890"	"postrhinal area"
"UBERON:0035911"	"postrhinal area, layer 4"
"UBERON:0035893"	"anteromedial visual area"
"UBERON:0035913"	"anteromedial visual area, layer 5"
"UBERON:0035894"	"anterolateral visual area"
"UBERON:0035908"	"anterolateral visual area, layer 5"
"UBERON:0035895"	"lateral visual area"
"UBERON:0035915"	"lateral visual area, layer 4"
"UBERON:0035916"	"lateral visual area, layer 5"
"UBERON:0035918"	"lateral visual area, layer 6a"
"UBERON:0035897"	"posterolateral visual area"
"UBERON:0035919"	"posterolateral visual area, layer 4"
"UBERON:0035900"	"posteromedial visual area"
"UBERON:0035909"	"posteromedial visual area, layer 6a"
"UBERON:0035914"	"posteromedial visual area, layer 4"
"UBERON:8440045"	"second visual cortical area (sensu Mustela putorius furo)"
"UBERON:8440046"	"third visual cortical area (sensu Mustela putorius furo)"
"UBERON:8440047"	"fourth visual cortical area (sensu Mustela putorius furo)"
"UBERON:8440048"	"temporal visual area a (sensu Mustela putorius furo)"
"UBERON:8440049"	"temporal visual area b (sensu Mustela putorius furo)"
"UBERON:8440050"	"posterior parietal rostral cortical area (sensu Mustela putorius furo)"
"UBERON:8440052"	"posterior parietal caudal cortical area (sensu Mustela putorius furo)"
"UBERON:8440054"	"anteromedial lateral suprasylvian visual area (sensu Mustela putorius furo)"
"UBERON:8440055"	"anterolateral lateral suprasylvian visual area (sensu Mustela putorius furo)"
"UBERON:8440056"	"posteromedial lateral suprasylvian visual area (sensu Mustela putorius furo)"
"UBERON:8440059"	"posterolateral lateral suprasylvian visual area (sensu Mustela putorius furo)"
"UBERON:8440060"	"dorsal lateral suprasylvian visual cortical area (sensu Mustela putorius furo)"
"UBERON:8440061"	"ventral lateral suprasylvian visual area (sensu Mustela putorius furo)"
"UBERON:8440062"	"posterior suprasylvian visual cortical area (sensu Mustela putorius furo)"
"UBERON:0002698"	"preoccipital notch"
"UBERON:0002806"	"left occipital lobe"
"UBERON:0002807"	"right occipital lobe"
"UBERON:0002900"	"transverse occipital sulcus"
"UBERON:0002901"	"posterior calcarine sulcus"
"UBERON:0002902"	"occipital pole"
"UBERON:0002903"	"lunate sulcus"
