"source"	"source_name"	"relation"	"target"	"target_name"
"GO:0099012"	"neuronal dense core vesicle membrane"	"bounding layer of"	"GO:0098992"	"neuronal dense core vesicle"
"GO:0099012"	"neuronal dense core vesicle membrane"	"part of"	"GO:0098992"	"neuronal dense core vesicle"
"GO:1990049"	"retrograde neuronal dense core vesicle transport"	"has target start location"	"GO:0098793"	"presynapse"
"GO:1990048"	"anterograde neuronal dense core vesicle transport"	"has target end location"	"GO:0098793"	"presynapse"
"GO:1905383"	"protein localization to presynapse"	"has target end location"	"GO:0098793"	"presynapse"
"GO:0140251"	"regulation protein catabolic process at presynapse"	"occurs in"	"GO:0098793"	"presynapse"
"GO:0140247"	"protein catabolic process at presynapse"	"occurs in"	"GO:0098793"	"presynapse"
"GO:0140244"	"regulation of translation at presynapse"	"occurs in"	"GO:0098793"	"presynapse"
"GO:0140238"	"presynaptic endocytosis"	"occurs in"	"GO:0098793"	"presynapse"
"GO:0140237"	"translation at presynapse, modulating chemical synaptic transmission"	"occurs in"	"GO:0098793"	"presynapse"
"GO:0140236"	"translation at presynapse"	"occurs in"	"GO:0098793"	"presynapse"
"GO:0140231"	"anterograde axonal transport of neurotransmitter receptor complex"	"has target end location"	"GO:0098793"	"presynapse"
"GO:0099642"	"retrograde axonal protein transport"	"has target start location"	"GO:0098793"	"presynapse"
"GO:0099641"	"anterograde axonal protein transport"	"has target end location"	"GO:0098793"	"presynapse"
"GO:0099585"	"release of sequestered calcium ion into presynaptic cytosol"	"occurs in"	"GO:0098793"	"presynapse"
"GO:0099577"	"regulation of translation at presynapse, modulating synaptic transmission"	"occurs in"	"GO:0098793"	"presynapse"
"GO:0099575"	"regulation of protein catabolic process at presynapse, modulating synaptic transmission"	"occurs in"	"GO:0098793"	"presynapse"
"GO:0099569"	"presynaptic cytoskeleton"	"part of"	"GO:0098793"	"presynapse"
"GO:0099531"	"presynaptic process involved in chemical synaptic transmission"	"occurs in"	"GO:0098793"	"presynapse"
"GO:0099523"	"presynaptic cytosol"	"part of"	"GO:0098793"	"presynapse"
"GO:0099504"	"synaptic vesicle cycle"	"occurs in"	"GO:0098793"	"presynapse"
"GO:0099182"	"presynaptic intermediate filament cytoskeleton"	"part of"	"GO:0098793"	"presynapse"
"GO:0099172"	"presynapse organization"	"results in organization of"	"GO:0098793"	"presynapse"
"GO:0099171"	"presynaptic modulation of chemical synaptic transmission"	"occurs in"	"GO:0098793"	"presynapse"
"GO:0099143"	"presynaptic actin cytoskeleton"	"part of"	"GO:0098793"	"presynapse"
"GO:0099083"	"retrograde trans-synaptic signaling by neuropeptide, modulating synaptic transmission"	"has end location"	"GO:0098793"	"presynapse"
"GO:0099082"	"retrograde trans-synaptic signaling by neuropeptide"	"has end location"	"GO:0098793"	"presynapse"
"GO:0099054"	"presynapse assembly"	"results in assembly of"	"GO:0098793"	"presynapse"
"GO:0098934"	"retrograde dendritic transport"	"has target start location"	"GO:0098793"	"presynapse"
"GO:0098928"	"presynaptic signal transduction"	"has start location"	"GO:0098793"	"presynapse"
"GO:0098920"	"retrograde trans-synaptic signaling by lipid"	"has end location"	"GO:0098793"	"presynapse"
"GO:0098917"	"retrograde trans-synaptic signaling"	"has end location"	"GO:0098793"	"presynapse"
"GO:0098916"	"anterograde trans-synaptic signaling"	"has start location"	"GO:0098793"	"presynapse"
"GO:0048786"	"presynaptic active zone"	"part of"	"GO:0098793"	"presynapse"
"GO:0008090"	"retrograde axonal transport"	"has target start location"	"GO:0098793"	"presynapse"
"GO:0008089"	"anterograde axonal transport"	"has target end location"	"GO:0098793"	"presynapse"
"GO:0007269"	"neurotransmitter secretion"	"occurs in"	"GO:0098793"	"presynapse"
"GO:0007268"	"chemical synaptic transmission"	"has start location"	"GO:0098793"	"presynapse"
"GO:0016079"	"synaptic vesicle exocytosis"	"occurs in"	"GO:0098793"	"presynapse"
"GO:1990709"	"presynaptic active zone organization"	"results in organization of"	"GO:0048786"	"presynaptic active zone"
"GO:1904072"	"presynaptic active zone disassembly"	"results in disassembly of"	"GO:0048786"	"presynaptic active zone"
"GO:1904071"	"presynaptic active zone assembly"	"results in assembly of"	"GO:0048786"	"presynaptic active zone"
"GO:0098831"	"presynaptic active zone cytoplasmic component"	"part of"	"GO:0048786"	"presynaptic active zone"
"GO:0048788"	"cytoskeleton of presynaptic active zone"	"part of"	"GO:0048786"	"presynaptic active zone"
"GO:0048788"	"cytoskeleton of presynaptic active zone"	"subClassOf"	"GO:0099569"	"presynaptic cytoskeleton"
"GO:0048788"	"cytoskeleton of presynaptic active zone"	"part of"	"GO:0098831"	"presynaptic active zone cytoplasmic component"
"GO:0099143"	"presynaptic actin cytoskeleton"	"subClassOf"	"GO:0099569"	"presynaptic cytoskeleton"
"GO:0099140"	"presynaptic actin cytoskeleton organization"	"results in organization of"	"GO:0099143"	"presynaptic actin cytoskeleton"
"GO:0099182"	"presynaptic intermediate filament cytoskeleton"	"subClassOf"	"GO:0099569"	"presynaptic cytoskeleton"
"GO:0099585"	"release of sequestered calcium ion into presynaptic cytosol"	"has target end location"	"GO:0099523"	"presynaptic cytosol"
"GO:0099187"	"presynaptic cytoskeleton organization"	"results in organization of"	"GO:0099569"	"presynaptic cytoskeleton"
"GO:1990009"	"retinal cell apoptotic process"	"occurs in"	"CL:0009004"	"retinal cell"
"GO:1990010"	"compound eye retinal cell apoptotic process"	"occurs in"	"CL:0009001"	"compound eye retinal cell"
"GO:0021863"	"forebrain neuroblast differentiation"	"results in acquisition of features of"	"CL:1000042"	"forebrain neuroblast"
"UBERON:0000005"	"chemosensory organ"	"capable of"	"GO:0007606"	"sensory perception of chemical stimulus"
"UBERON:0003212"	"gustatory organ"	"capable of part of"	"GO:0050912"	"detection of chemical stimulus involved in sensory perception of taste"
"GO:0061193"	"taste bud development"	"results in development of"	"UBERON:0001727"	"taste bud"
"GO:0061195"	"taste bud formation"	"results in formation of anatomical entity"	"UBERON:0001727"	"taste bud"
"GO:0061194"	"taste bud morphogenesis"	"results in morphogenesis of"	"UBERON:0001727"	"taste bud"
"UBERON:0001727"	"taste bud"	"capable of"	"GO:0050912"	"detection of chemical stimulus involved in sensory perception of taste"
"GO:0022011"	"myelination in peripheral nervous system"	"occurs in"	"UBERON:0000010"	"peripheral nervous system"
"GO:0007422"	"peripheral nervous system development"	"results in development of"	"UBERON:0000010"	"peripheral nervous system"
"GO:0032292"	"peripheral nervous system axon ensheathment"	"occurs in"	"UBERON:0000010"	"peripheral nervous system"
"GO:0032290"	"peripheral nervous system myelin formation"	"occurs in"	"UBERON:0000010"	"peripheral nervous system"
"UBERON:0001997"	"olfactory epithelium"	"capable of part of"	"GO:0050911"	"detection of chemical stimulus involved in sensory perception of smell"
"UBERON:0001997"	"olfactory epithelium"	"site_of"	"GO:0022008"	"neurogenesis"
"UBERON:0002518"	"otolith organ"	"capable of part of"	"GO:0060007"	"linear vestibuloocular reflex"
"UBERON:0002280"	"otolith"	"capable of part of"	"GO:0009590"	"detection of gravity"
"GO:0048840"	"otolith development"	"results in development of"	"UBERON:0002280"	"otolith"
"GO:0032475"	"otolith formation"	"results in formation of anatomical entity"	"UBERON:0002280"	"otolith"
"GO:0032474"	"otolith morphogenesis"	"results in morphogenesis of"	"UBERON:0002280"	"otolith"
"GO:0045299"	"otolith mineralization"	"results in maturation of"	"UBERON:0002280"	"otolith"
"GO:0048755"	"branching morphogenesis of a nerve"	"results in morphogenesis of"	"UBERON:0001021"	"nerve"
"GO:0021682"	"nerve maturation"	"results in maturation of"	"UBERON:0001021"	"nerve"
"GO:0021675"	"nerve development"	"results in development of"	"UBERON:0001021"	"nerve"
"UBERON:0012451"	"sensory receptor"	"capable of"	"GO:0051606"	"detection of stimulus"
"UBERON:0035018"	"thermoreceptor"	"capable of"	"GO:0050961"	"detection of temperature stimulus involved in sensory perception"
"UBERON:0012449"	"mechanoreceptor"	"capable of"	"GO:0050982"	"detection of mechanical stimulus"
"UBERON:0035016"	"tactile mechanoreceptor"	"capable of"	"GO:0050976"	"detection of mechanical stimulus involved in sensory perception of touch"
"UBERON:0004019"	"baroreceptor"	"capable of"	"GO:0003073"	"regulation of systemic arterial blood pressure"
"UBERON:0018391"	"chemoreceptor"	"capable of"	"GO:0050907"	"detection of chemical stimulus involved in sensory perception"
"GO:0021784"	"postganglionic parasympathetic fiber development"	"results in development of"	"UBERON:0011929"	"postganglionic parasympathetic fiber"
"GO:0021783"	"preganglionic parasympathetic fiber development"	"results in development of"	"UBERON:0011930"	"preganglionic parasympathetic fiber"
"GO:0021545"	"cranial nerve development"	"results in development of"	"UBERON:0001785"	"cranial nerve"
"GO:0021605"	"cranial nerve maturation"	"results in maturation of"	"UBERON:0001785"	"cranial nerve"
"GO:0021603"	"cranial nerve formation"	"results in formation of anatomical entity"	"UBERON:0001785"	"cranial nerve"
"GO:0021602"	"cranial nerve morphogenesis"	"results in morphogenesis of"	"UBERON:0001785"	"cranial nerve"
"GO:0021630"	"olfactory nerve maturation"	"results in maturation of"	"UBERON:0001579"	"olfactory nerve"
"GO:0021628"	"olfactory nerve formation"	"results in formation of anatomical entity"	"UBERON:0001579"	"olfactory nerve"
"GO:0021627"	"olfactory nerve morphogenesis"	"results in morphogenesis of"	"UBERON:0001579"	"olfactory nerve"
"GO:0021553"	"olfactory nerve development"	"results in development of"	"UBERON:0001579"	"olfactory nerve"
"GO:0021625"	"oculomotor nerve maturation"	"results in maturation of"	"UBERON:0001643"	"oculomotor nerve"
"GO:0021623"	"oculomotor nerve formation"	"results in formation of anatomical entity"	"UBERON:0001643"	"oculomotor nerve"
"GO:0021622"	"oculomotor nerve morphogenesis"	"results in morphogenesis of"	"UBERON:0001643"	"oculomotor nerve"
"GO:0021557"	"oculomotor nerve development"	"results in development of"	"UBERON:0001643"	"oculomotor nerve"
"GO:0021642"	"trochlear nerve formation"	"results in formation of anatomical entity"	"UBERON:0001644"	"trochlear nerve"
"GO:0021640"	"trochlear nerve maturation"	"results in maturation of"	"UBERON:0001644"	"trochlear nerve"
"GO:0021639"	"trochlear nerve morphogenesis"	"results in morphogenesis of"	"UBERON:0001644"	"trochlear nerve"
"GO:0021558"	"trochlear nerve development"	"results in development of"	"UBERON:0001644"	"trochlear nerve"
"GO:0021638"	"trigeminal nerve formation"	"results in formation of anatomical entity"	"UBERON:0001645"	"trigeminal nerve"
"GO:0021636"	"trigeminal nerve morphogenesis"	"results in morphogenesis of"	"UBERON:0001645"	"trigeminal nerve"
"GO:0021635"	"trigeminal nerve maturation"	"results in maturation of"	"UBERON:0001645"	"trigeminal nerve"
"GO:0021559"	"trigeminal nerve development"	"results in development of"	"UBERON:0001645"	"trigeminal nerve"
"GO:0021601"	"abducens nerve maturation"	"results in maturation of"	"UBERON:0001646"	"abducens nerve"
"GO:0021599"	"abducens nerve formation"	"results in formation of anatomical entity"	"UBERON:0001646"	"abducens nerve"
"GO:0021598"	"abducens nerve morphogenesis"	"results in morphogenesis of"	"UBERON:0001646"	"abducens nerve"
"GO:0021560"	"abducens nerve development"	"results in development of"	"UBERON:0001646"	"abducens nerve"
"GO:0021613"	"facial nerve maturation"	"results in maturation of"	"UBERON:0001647"	"facial nerve"
"GO:0021611"	"facial nerve formation"	"results in formation of anatomical entity"	"UBERON:0001647"	"facial nerve"
"GO:0021610"	"facial nerve morphogenesis"	"results in morphogenesis of"	"UBERON:0001647"	"facial nerve"
"GO:0021561"	"facial nerve development"	"results in development of"	"UBERON:0001647"	"facial nerve"
"GO:0021650"	"vestibulocochlear nerve formation"	"results in formation of anatomical entity"	"UBERON:0001648"	"vestibulocochlear nerve"
"GO:0021648"	"vestibulocochlear nerve morphogenesis"	"results in morphogenesis of"	"UBERON:0001648"	"vestibulocochlear nerve"
"GO:0021647"	"vestibulocochlear nerve maturation"	"results in maturation of"	"UBERON:0001648"	"vestibulocochlear nerve"
"GO:0021562"	"vestibulocochlear nerve development"	"results in development of"	"UBERON:0001648"	"vestibulocochlear nerve"
"GO:0021616"	"glossopharyngeal nerve formation"	"results in formation of anatomical entity"	"UBERON:0001649"	"glossopharyngeal nerve"
"GO:0021615"	"glossopharyngeal nerve morphogenesis"	"results in morphogenesis of"	"UBERON:0001649"	"glossopharyngeal nerve"
"GO:0021614"	"glossopharyngeal nerve maturation"	"results in maturation of"	"UBERON:0001649"	"glossopharyngeal nerve"
"GO:0021563"	"glossopharyngeal nerve development"	"results in development of"	"UBERON:0001649"	"glossopharyngeal nerve"
"GO:0021620"	"hypoglossal nerve formation"	"results in formation of anatomical entity"	"UBERON:0001650"	"hypoglossal nerve"
"GO:0021619"	"hypoglossal nerve maturation"	"results in maturation of"	"UBERON:0001650"	"hypoglossal nerve"
"GO:0021618"	"hypoglossal nerve morphogenesis"	"results in morphogenesis of"	"UBERON:0001650"	"hypoglossal nerve"
"GO:0021566"	"hypoglossal nerve development"	"results in development of"	"UBERON:0001650"	"hypoglossal nerve"
"GO:0021646"	"vagus nerve formation"	"results in formation of anatomical entity"	"UBERON:0001759"	"vagus nerve"
"GO:0021644"	"vagus nerve morphogenesis"	"results in morphogenesis of"	"UBERON:0001759"	"vagus nerve"
"GO:0021643"	"vagus nerve maturation"	"results in maturation of"	"UBERON:0001759"	"vagus nerve"
"GO:0021564"	"vagus nerve development"	"results in development of"	"UBERON:0001759"	"vagus nerve"
"GO:0048892"	"lateral line nerve development"	"results in development of"	"UBERON:0008906"	"lateral line nerve"
"GO:0048918"	"posterior lateral line nerve development"	"results in development of"	"UBERON:2000175"	"posterior lateral line nerve"
"GO:0048909"	"anterior lateral line nerve development"	"results in development of"	"UBERON:2000425"	"anterior lateral line nerve"
"GO:0021608"	"accessory nerve formation"	"results in formation of anatomical entity"	"UBERON:0002019"	"accessory XI nerve"
"GO:0021607"	"accessory nerve morphogenesis"	"results in morphogenesis of"	"UBERON:0002019"	"accessory XI nerve"
"GO:0021606"	"accessory nerve maturation"	"results in maturation of"	"UBERON:0002019"	"accessory XI nerve"
"GO:0021565"	"accessory nerve development"	"results in development of"	"UBERON:0002019"	"accessory XI nerve"
"GO:0048483"	"autonomic nervous system development"	"results in development of"	"UBERON:0002410"	"autonomic nervous system"
"GO:0048486"	"parasympathetic nervous system development"	"results in development of"	"UBERON:0000011"	"parasympathetic nervous system"
"GO:0048485"	"sympathetic nervous system development"	"results in development of"	"UBERON:0000013"	"sympathetic nervous system"
"GO:0061549"	"sympathetic ganglion development"	"results in development of"	"UBERON:0001806"	"sympathetic ganglion"
"UBERON:0002439"	"myenteric nerve plexus"	"capable of part of"	"GO:0030432"	"peristalsis"
"GO:0048484"	"enteric nervous system development"	"results in development of"	"UBERON:0002005"	"enteric nervous system"
"GO:0061554"	"ganglion formation"	"results in formation of anatomical entity"	"UBERON:0000045"	"ganglion"
"GO:0061553"	"ganglion maturation"	"results in maturation of"	"UBERON:0000045"	"ganglion"
"GO:0061552"	"ganglion morphogenesis"	"results in morphogenesis of"	"UBERON:0000045"	"ganglion"
"GO:0061548"	"ganglion development"	"results in development of"	"UBERON:0000045"	"ganglion"
"GO:1990791"	"dorsal root ganglion development"	"results in development of"	"UBERON:0000044"	"dorsal root ganglion"
"GO:1904835"	"dorsal root ganglion morphogenesis"	"results in morphogenesis of"	"UBERON:0000044"	"dorsal root ganglion"
"GO:0061561"	"trigeminal ganglion formation"	"results in formation of anatomical entity"	"UBERON:0001675"	"trigeminal ganglion"
"GO:0061557"	"trigeminal ganglion maturation"	"results in maturation of"	"UBERON:0001675"	"trigeminal ganglion"
"GO:0061556"	"trigeminal ganglion morphogenesis"	"results in morphogenesis of"	"UBERON:0001675"	"trigeminal ganglion"
"GO:0061551"	"trigeminal ganglion development"	"results in development of"	"UBERON:0001675"	"trigeminal ganglion"
"GO:0061560"	"cranial ganglion formation"	"results in formation of anatomical entity"	"UBERON:0001714"	"cranial ganglion"
"GO:0061559"	"cranial ganglion morphogenesis"	"results in morphogenesis of"	"UBERON:0001714"	"cranial ganglion"
"GO:0061558"	"cranial ganglion maturation"	"results in maturation of"	"UBERON:0001714"	"cranial ganglion"
"GO:0061550"	"cranial ganglion development"	"results in development of"	"UBERON:0001714"	"cranial ganglion"
"GO:1904836"	"facioacoustic ganglion morphogenesis"	"results in morphogenesis of"	"UBERON:0012175"	"acoustico-facial VII-VIII ganglion complex"
"GO:1903375"	"facioacoustic ganglion development"	"results in development of"	"UBERON:0012175"	"acoustico-facial VII-VIII ganglion complex"
"GO:0048890"	"lateral line ganglion development"	"results in development of"	"UBERON:2000120"	"lateral line ganglion"
"GO:0048917"	"posterior lateral line ganglion development"	"results in development of"	"UBERON:2001314"	"posterior lateral line ganglion"
"GO:0048907"	"anterior lateral line ganglion development"	"results in development of"	"UBERON:2001391"	"anterior lateral line ganglion"
"UBERON:0013208"	"Grueneberg ganglion"	"capable of part of"	"GO:0043695"	"detection of pheromone"
"UBERON:0013208"	"Grueneberg ganglion"	"capable of part of"	"GO:0016048"	"detection of temperature stimulus"
"GO:0021541"	"ammon gyrus development"	"results in development of"	"UBERON:0001954"	"Ammon's horn"
"UBERON:0001954"	"Ammon's horn"	"capable of part of"	"GO:0007613"	"memory"
"GO:0021542"	"dentate gyrus development"	"results in development of"	"UBERON:0001885"	"dentate gyrus of hippocampal formation"
"UBERON:0009952"	"dentate gyrus subgranular zone"	"contains process"	"GO:0022008"	"neurogenesis"
"UBERON:0007627"	"magnocellular nucleus of stria terminalis"	"capable of part of"	"GO:0030421"	"defecation"
"UBERON:0007627"	"magnocellular nucleus of stria terminalis"	"capable of part of"	"GO:0043084"	"penile erection"
"UBERON:0007627"	"magnocellular nucleus of stria terminalis"	"capable of part of"	"GO:0060073"	"micturition"
"GO:0021757"	"caudate nucleus development"	"results in development of"	"UBERON:0001873"	"caudate nucleus"
"GO:0021756"	"striatum development"	"results in development of"	"UBERON:0002435"	"striatum"
"GO:0021758"	"putamen development"	"results in development of"	"UBERON:0001874"	"putamen"
"GO:0021768"	"nucleus accumbens development"	"results in development of"	"UBERON:0001882"	"nucleus accumbens"
"GO:0021543"	"pallium development"	"results in development of"	"UBERON:0000203"	"pallium"
"GO:0021987"	"cerebral cortex development"	"results in development of"	"UBERON:0000956"	"cerebral cortex"
"GO:0021852"	"pyramidal neuron migration"	"has target end location"	"UBERON:0000956"	"cerebral cortex"
"UBERON:0000956"	"cerebral cortex"	"capable of part of"	"GO:0007613"	"memory"
"UBERON:0010415"	"barrel cortex"	"capable of part of"	"GO:0050975"	"sensory perception of touch"
"UBERON:0002751"	"inferior temporal gyrus"	"capable of part of"	"GO:0007601"	"visual perception"
"GO:0071109"	"superior temporal gyrus development"	"results in development of"	"UBERON:0002769"	"superior temporal gyrus"
"GO:0021765"	"cingulate gyrus development"	"results in development of"	"UBERON:0002967"	"cingulate gyrus"
"UBERON:0002973"	"parahippocampal gyrus"	"capable of part of"	"GO:0007613"	"memory"
"GO:0021770"	"parahippocampal gyrus development"	"results in development of"	"UBERON:0002973"	"parahippocampal gyrus"
"UBERON:0002728"	"entorhinal cortex"	"capable of part of"	"GO:0007613"	"memory"
"GO:0021769"	"orbitofrontal cortex development"	"results in development of"	"UBERON:0004167"	"orbitofrontal cortex"
"UBERON:0001393"	"auditory cortex"	"capable of part of"	"GO:0007605"	"sensory perception of sound"
"UBERON:0009835"	"anterior cingulate cortex"	"capable of part of"	"GO:0002027"	"regulation of heart rate"
"UBERON:0000411"	"visual cortex"	"capable of part of"	"GO:0007601"	"visual perception"
"UBERON:0002436"	"primary visual cortex"	"capable of part of"	"GO:0007601"	"visual perception"
"UBERON:8440010"	"Brodmann (1909) area 17"	"capable of part of"	"GO:0007601"	"visual perception"
"UBERON:0022232"	"secondary visual cortex"	"capable of part of"	"GO:0007601"	"visual perception"
"UBERON:0034750"	"visual association cortex"	"capable of part of"	"GO:0007601"	"visual perception"
"GO:0021766"	"hippocampus development"	"results in development of"	"UBERON:0002421"	"hippocampal formation"
"UBERON:0002191"	"subiculum"	"capable of part of"	"GO:0007613"	"memory"
"GO:0021989"	"olfactory cortex development"	"results in development of"	"UBERON:0002894"	"olfactory cortex"
"UBERON:0002961"	"archicortex"	"capable of part of"	"GO:0007613"	"memory"
"UBERON:8440011"	"cortical visual area"	"capable of part of"	"GO:0007601"	"visual perception"
"UBERON:0035785"	"telencephalic song nucleus HVC"	"capable of part of"	"GO:0098583"	"learned vocalization behavior"
"GO:0021848"	"neuroblast division in subpallium"	"occurs in"	"UBERON:0000204"	"ventral part of telencephalon"
"GO:0021544"	"subpallium development"	"results in development of"	"UBERON:0000204"	"ventral part of telencephalon"
"GO:0021960"	"anterior commissure morphogenesis"	"results in morphogenesis of"	"UBERON:0000935"	"anterior commissure"
"GO:0021548"	"pons development"	"results in development of"	"UBERON:0000988"	"pons"
"GO:0021586"	"pons maturation"	"results in maturation of"	"UBERON:0000988"	"pons"
"GO:0021584"	"pons formation"	"results in formation of anatomical entity"	"UBERON:0000988"	"pons"
"GO:0021583"	"pons morphogenesis"	"results in morphogenesis of"	"UBERON:0000988"	"pons"
"GO:0021754"	"facial nucleus development"	"results in development of"	"UBERON:0000127"	"facial nucleus"
"GO:0021731"	"trigeminal motor nucleus development"	"results in development of"	"UBERON:0002633"	"motor nucleus of trigeminal nerve"
"GO:0021742"	"abducens nucleus development"	"results in development of"	"UBERON:0002682"	"abducens nucleus"
"GO:0021722"	"superior olivary nucleus maturation"	"results in maturation of"	"UBERON:0007247"	"nucleus of superior olivary complex"
"GO:0021720"	"superior olivary nucleus formation"	"results in formation of anatomical entity"	"UBERON:0007247"	"nucleus of superior olivary complex"
"GO:0021719"	"superior olivary nucleus morphogenesis"	"results in morphogenesis of"	"UBERON:0007247"	"nucleus of superior olivary complex"
"GO:0021718"	"superior olivary nucleus development"	"results in development of"	"UBERON:0007247"	"nucleus of superior olivary complex"
"UBERON:0002148"	"locus ceruleus"	"capable of"	"GO:0048243"	"norepinephrine secretion"
"GO:0021706"	"locus ceruleus maturation"	"results in maturation of"	"UBERON:0002148"	"locus ceruleus"
"GO:0021705"	"locus ceruleus formation"	"results in formation of anatomical entity"	"UBERON:0002148"	"locus ceruleus"
"GO:0021704"	"locus ceruleus morphogenesis"	"results in morphogenesis of"	"UBERON:0002148"	"locus ceruleus"
"GO:0021703"	"locus ceruleus development"	"results in development of"	"UBERON:0002148"	"locus ceruleus"
"GO:0021753"	"superior salivary nucleus development"	"results in development of"	"UBERON:0002149"	"superior salivatory nucleus"
"UBERON:0002597"	"principal sensory nucleus of trigeminal nerve"	"capable of part of"	"GO:0019230"	"proprioception"
"GO:0021740"	"principal sensory nucleus of trigeminal nerve development"	"results in development of"	"UBERON:0002597"	"principal sensory nucleus of trigeminal nerve"
"GO:0021751"	"salivary nucleus development"	"results in development of"	"UBERON:0004133"	"salivatory nucleus"
"GO:0021752"	"inferior salivary nucleus development"	"results in development of"	"UBERON:0002872"	"inferior salivatory nucleus"
"GO:0048853"	"forebrain morphogenesis"	"results in morphogenesis of"	"UBERON:0001890"	"forebrain"
"GO:0030900"	"forebrain development"	"results in development of"	"UBERON:0001890"	"forebrain"
"GO:0021846"	"cell proliferation in forebrain"	"occurs in"	"UBERON:0001890"	"forebrain"
"GO:0021761"	"limbic system development"	"results in development of"	"UBERON:0000349"	"limbic system"
"GO:0021764"	"amygdala development"	"results in development of"	"UBERON:0001876"	"amygdala"
"GO:0021854"	"hypothalamus development"	"results in development of"	"UBERON:0001898"	"hypothalamus"
"UBERON:0001898"	"hypothalamus"	"capable of"	"GO:0046883"	"regulation of hormone secretion"
"UBERON:0001929"	"supraoptic nucleus"	"capable of"	"GO:0030103"	"vasopressin secretion"
"UBERON:0001934"	"dorsomedial nucleus of hypothalamus"	"capable of"	"GO:0060259"	"regulation of feeding behavior"
"GO:0021767"	"mammillary body development"	"results in development of"	"UBERON:0002206"	"mammillary body"
"GO:0061373"	"mammillary axonal complex development"	"results in development of"	"UBERON:0006695"	"mammillary axonal complex"
"GO:0061374"	"mammillothalamic axonal tract development"	"results in development of"	"UBERON:0006696"	"mammillothalamic axonal tract"
"GO:0061375"	"mammillotectal axonal tract development"	"results in development of"	"UBERON:0006697"	"mammillotectal axonal tract"
"GO:0061376"	"mammillotegmental axonal tract development"	"results in development of"	"UBERON:0006698"	"mammillotegmental axonal tract"
"UBERON:0001931"	"lateral preoptic nucleus"	"capable of"	"GO:0045188"	"regulation of circadian sleep/wake cycle, non-REM sleep"
"GO:0120275"	"cerebral blood circulation"	"occurs in"	"UBERON:0001893"	"telencephalon"
"GO:0022032"	"telencephalon oligodendrocyte cell migration"	"results in transport to from or in"	"UBERON:0001893"	"telencephalon"
"GO:0022031"	"telencephalon astrocyte cell migration"	"results in transport to from or in"	"UBERON:0001893"	"telencephalon"
"GO:0022030"	"telencephalon glial cell migration"	"results in transport to from or in"	"UBERON:0001893"	"telencephalon"
"GO:0022029"	"telencephalon cell migration"	"results in transport to from or in"	"UBERON:0001893"	"telencephalon"
"GO:0021537"	"telencephalon development"	"results in development of"	"UBERON:0001893"	"telencephalon"
"GO:0021759"	"globus pallidus development"	"results in development of"	"UBERON:0001875"	"globus pallidus"
"GO:0022038"	"corpus callosum development"	"results in development of"	"UBERON:0002336"	"corpus callosum"
"GO:0021540"	"corpus callosum morphogenesis"	"results in morphogenesis of"	"UBERON:0002336"	"corpus callosum"
"GO:0021988"	"olfactory lobe development"	"results in development of"	"UBERON:0005366"	"olfactory lobe"
"GO:0022028"	"tangential migration from the subventricular zone to the olfactory bulb"	"has target end location"	"UBERON:0002264"	"olfactory bulb"
"GO:0021772"	"olfactory bulb development"	"results in development of"	"UBERON:0002264"	"olfactory bulb"
"UBERON:0002264"	"olfactory bulb"	"capable of"	"GO:0007608"	"sensory perception of smell"
"GO:0061034"	"olfactory bulb mitral cell layer development"	"results in development of"	"UBERON:0004186"	"olfactory bulb mitral cell layer"
"GO:0021670"	"lateral ventricle development"	"results in development of"	"UBERON:0002285"	"telencephalic ventricle"
"GO:0022028"	"tangential migration from the subventricular zone to the olfactory bulb"	"results in transport along"	"UBERON:0008881"	"rostral migratory stream"
"GO:0048852"	"diencephalon morphogenesis"	"results in morphogenesis of"	"UBERON:0001894"	"diencephalon"
"GO:0021536"	"diencephalon development"	"results in development of"	"UBERON:0001894"	"diencephalon"
"GO:0048851"	"hypophysis formation"	"results in formation of anatomical entity"	"UBERON:0000007"	"pituitary gland"
"GO:0048850"	"hypophysis morphogenesis"	"results in morphogenesis of"	"UBERON:0000007"	"pituitary gland"
"GO:0021983"	"pituitary gland development"	"results in development of"	"UBERON:0000007"	"pituitary gland"
"UBERON:0000007"	"pituitary gland"	"capable of part of"	"GO:0007276"	"gamete generation"
"GO:0048855"	"adenohypophysis morphogenesis"	"results in morphogenesis of"	"UBERON:0002196"	"adenohypophysis"
"GO:0048847"	"adenohypophysis formation"	"results in formation of anatomical entity"	"UBERON:0002196"	"adenohypophysis"
"GO:0021984"	"adenohypophysis development"	"results in development of"	"UBERON:0002196"	"adenohypophysis"
"UBERON:0002198"	"neurohypophysis"	"capable of"	"GO:0030103"	"vasopressin secretion"
"UBERON:0002198"	"neurohypophysis"	"capable of"	"GO:0001992"	"regulation of systemic arterial blood pressure by vasopressin"
"GO:0048849"	"neurohypophysis formation"	"results in formation of anatomical entity"	"UBERON:0002198"	"neurohypophysis"
"GO:0048848"	"neurohypophysis morphogenesis"	"results in morphogenesis of"	"UBERON:0002198"	"neurohypophysis"
"GO:0021985"	"neurohypophysis development"	"results in development of"	"UBERON:0002198"	"neurohypophysis"
"GO:0061360"	"optic chiasma development"	"results in development of"	"UBERON:0000959"	"optic chiasma"
"UBERON:0002625"	"median preoptic nucleus"	"capable of"	"GO:2000070"	"regulation of response to water deprivation"
"UBERON:0002625"	"median preoptic nucleus"	"capable of"	"GO:0048243"	"norepinephrine secretion"
